Scott Dunlap,*Movistar Panama Championship,1,62.20610687022901,64.59541984732824,71.37096774193549,67.3225806451613,108000
Scott Dunlap,*Mexico Open,74,69.4453125,73.8984375,MC,MC,-
Scott Dunlap,*Moonah Classic,121,73.37908496732027,74.92156862745098,MC,MC,-
Scott Dunlap,*Chitimacha Louisiana Open,43,65.74825174825175,67.3986013986014,75.1639344262295,73.85245901639344,2058
Scott Dunlap,*Livermore Valley Wine Country Championship,133,76.75352112676056,76.95070422535211,MC,MC,-
Scott Dunlap,*Athens Regional Foundation Classic,101,72.01290322580645,73.98709677419355,MC,MC,-
Scott Dunlap,*South Georgia Classic,79,68.74342105263158,75.59210526315789,MC,MC,-
Scott Dunlap,*Fort Smith Classic,127,76.63225806451612,67.6258064516129,MC,MC,-
Scott Dunlap,*Melwood Prince Georges Country Open,32,68.49019607843137,71.92156862745098,73.4090909090909,69.18181818181819,3705
Scott Dunlap,*Bank of America Open,60,70.29139072847683,72.19205298013244,77.03076923076924,71.72307692307692,2231
Scott Dunlap,*Rex Hospital Open,141,78.41830065359477,71.13725490196079,MC,MC,-
Scott Dunlap,*Knoxville Open,14,68.54248366013071,72.29411764705883,68.0923076923077,72.13846153846154,7280
Scott Dunlap,*Nationwide Tour Players Cup,94,72.38732394366197,73.23239436619718,MC,MC,-
Scott Dunlap,*Nationwide Childrens Hospital Invitational,78,72.15972222222223,70.08333333333333,MC,MC,-
Scott Dunlap,*Cox Classic,64,73.97402597402598,67.50649350649351,MC,MC,-
Scott Dunlap,*Preferred Health Systems Wichita Open,24,70.08053691275168,68.53020134228188,67.85245901639344,72.27868852459017,5250
Scott Dunlap,*Xerox Classic,120,72.7987012987013,71.51948051948052,MC,MC,-
Scott Dunlap,*Northeast Pennsylvania Classic,40,69.14,69.30666666666667,73.07692307692308,67.0,2192
Scott Dunlap,*Utah Energy Solutions Championship,140,74.25324675324676,76.49350649350649,MC,MC,-
Scott Dunlap,*Albertson's Boise Open,138,73.52597402597402,74.47402597402598,MC,MC,-
Scott Dunlap,*Oregon Classic,102,73.33112582781457,72.73509933774834,MC,MC,-
Scott Dunlap,*WNB Golf Classic,122,76.29078014184397,72.63120567375887,MC,MC,-
Scott Dunlap,*Chattanooga Classic Presented By Black Creek,18,69.55319148936171,72.47517730496453,68.49253731343283,70.29850746268657,6520
Scott Dunlap,*Miccosukee Championship,11,71.81560283687944,68.0709219858156,66.66153846153846,70.23076923076923,12411
Scott Dunlap,*Nationwide Tour Championship,54,74.82758620689656,77.53448275862068,71.1896551724138,70.17241379310344,3225

Jeff Klauk,*Movistar Panama Championship,2,61.20610687022901,69.59541984732824,70.37096774193549,65.3225806451613,52800
Jeff Klauk,*Mexico Open,21,69.4453125,70.8984375,71.45161290322581,67.14516129032258,5938
Jeff Klauk,*Chitimacha Louisiana Open,50,63.74825174825175,74.3986013986014,74.1639344262295,71.85245901639344,1785
Jeff Klauk,*Livermore Valley Wine Country Championship,12,69.75352112676056,66.95070422535211,70.22950819672131,73.0327868852459,11400
Jeff Klauk,*Athens Regional Foundation Classic,20,73.01290322580645,67.98709677419355,69.19047619047619,71.3015873015873,5901
Jeff Klauk,*Henrico County Open,4,70.12903225806451,68.45161290322581,68.36111111111111,69.77777777777777,18125
Jeff Klauk,*South Georgia Classic,16,68.74342105263158,73.59210526315789,70.11764705882354,69.57352941176471,8484
Jeff Klauk,*Melwood Prince Georges Country Open,1,62.49019607843137,69.92156862745098,72.4090909090909,69.18181818181819,117000
Jeff Klauk,*Bank of America Open,40,70.29139072847683,71.19205298013244,71.03076923076924,72.72307692307692,3182
Jeff Klauk,*Rex Hospital Open,119,72.41830065359477,73.13725490196079,MC,MC,-
Jeff Klauk,*Nationwide Tour Players Cup,82,70.38732394366197,74.23239436619718,MC,MC,-
Jeff Klauk,*Price Cutter Charity Championship,68,73.66887417218543,69.63576158940397,MC,MC,-
Jeff Klauk,*Nationwide Childrens Hospital Invitational,106,72.15972222222223,73.08333333333333,MC,MC,-
Jeff Klauk,*Cox Classic,6,67.97402597402598,67.50649350649351,71.19047619047619,68.26984126984127,21175
Jeff Klauk,*Preferred Health Systems Wichita Open,31,66.08053691275168,72.53020134228188,72.85245901639344,69.27868852459017,3255
Jeff Klauk,*Xerox Classic,79,70.7987012987013,69.51948051948052,MC,MC,-
Jeff Klauk,*Northeast Pennsylvania Classic,17,66.14,68.30666666666667,70.07692307692308,69.0,6641
Jeff Klauk,*Utah Energy Solutions Championship,2,71.25324675324676,67.49350649350649,67.66666666666667,67.25396825396825,30571
Jeff Klauk,*Albertson's Boise Open,38,71.52597402597402,68.47402597402598,70.76923076923077,70.6923076923077,3553
Jeff Klauk,*WNB Golf Classic,27,71.29078014184397,68.63120567375887,70.54411764705883,72.80882352941177,3596
Jeff Klauk,*Chattanooga Classic Presented By Black Creek,68,72.55319148936171,71.47517730496453,MC,MC,-
Jeff Klauk,*Miccosukee Championship,20,70.81560283687944,68.0709219858156,69.66153846153846,70.23076923076923,6013
Jeff Klauk,*Nationwide Tour Championship,2,65.82758620689656,70.53448275862068,71.1896551724138,66.17241379310344,108000

Arjun Atwal,*Movistar Panama Championship,2,67.20610687022901,62.595419847328245,66.37096774193549,70.3225806451613,52800
Arjun Atwal,*Chitimacha Louisiana Open,106,70.74825174825175,74.3986013986014,MC,MC,-
Arjun Atwal,*Livermore Valley Wine Country Championship,122,70.75352112676056,78.95070422535211,MC,MC,-
Arjun Atwal,*Henrico County Open,4,72.12903225806451,70.45161290322581,67.36111111111111,66.77777777777777,18125
