Sergio Garcia,*Mercedes Championships,1,75.6875,69.96875,67.4375,66.96875,720000
Sergio Garcia,*Sony Open in Hawaii,40,69.67605633802818,66.80985915492958,69.68493150684931,71.10958904109589,16000
Sergio Garcia,*Nissan Open,13,72.76595744680851,66.8581560283688,67.825,68.2375,74000
Sergio Garcia,*Genuity Championship,33,74.20979020979021,68.97902097902097,68.93975903614458,72.06024096385542,25380
Sergio Garcia,*Bay Hill Invitational,9,67.38461538461539,70.63247863247864,69.66216216216216,71.37837837837837,100000
Sergio Garcia,*The Players Championship,4,68.83561643835617,70.47260273972603,69.48,69.01333333333334,226200
Sergio Garcia,*The Masters,8,65.86206896551724,69.45977011494253,69.5111111111111,74.11111111111111,173600
Sergio Garcia,*WorldCom Classic - The Heritage of Golf,19,70.17829457364341,72.05426356589147,66.53333333333333,69.2,45143
Sergio Garcia,*Verizon Byron Nelson Classic,119,69.23376623376623,73.76623376623377,MC,MC,-
Sergio Garcia,*MasterCard Colonial,111,74.93162393162393,72.6923076923077,MC,MC,-
Sergio Garcia,*Memorial Tournament,73,73.63461538461539,71.02884615384616,78.24,75.42666666666666,8730
Sergio Garcia,*Buick Classic,12,67.73684210526316,69.07236842105263,69.71084337349397,70.01204819277109,66500
Sergio Garcia,*U.S. Open,4,63.15483870967742,67.52258064516128,64.93055555555556,69.58333333333333,252546
Sergio Garcia,*Canon Greater Hartford Open,20,67.72077922077922,65.75974025974025,69.65789473684211,70.07894736842105,41714
Sergio Garcia,*British Open,8,69.56209150326798,67.98692810457516,67.3855421686747,69.73493975903614,122466
Sergio Garcia,*PGA Championship,10,71.79220779220779,70.63636363636364,69.16901408450704,66.70422535211267,110714
Sergio Garcia,*WGC-NEC Invitational,58,67.11688311688312,71.9090909090909,74.16883116883118,71.66233766233766,29500
Sergio Garcia,*WGC-American Express Championship,7,70.75,71.34375,72.109375,64.46875,155000
Sergio Garcia,*The Tour Championship,28,70.7,72.96666666666667,71.86666666666666,70.63333333333334,82000

David Toms,*Mercedes Championships,2,71.6875,66.96875,71.4375,69.96875,432000
David Toms,*Sony Open in Hawaii,4,66.67605633802818,67.80985915492958,63.68493150684931,72.10958904109589,165333
David Toms,*AT&T Pebble Beach National Pro-Am,83,72.33898305084746,73.90395480225989,69.0677966101695,70,-
David Toms,*Genuity Championship,16,68.20979020979021,72.97902097902097,72.93975903614458,68.06024096385542,63803
David Toms,*Honda Classic,30,73.43884892086331,69.92805755395683,72.53521126760563,68.6056338028169,19495
David Toms,*The Players Championship,19,67.83561643835617,70.47260273972603,68.48,75.01333333333334,78000
David Toms,*Shell Houston Open,17,69.1048951048951,71.67132867132867,68.67142857142858,72.14285714285714,54133
David Toms,*BellSouth Classic,12,68.65467625899281,67.09352517985612,72.92857142857143,69.25714285714285,74480
David Toms,*The Masters,36,70.86206896551724,72.45977011494253,75.5111111111111,70.11111111111111,26950
David Toms,*Compaq Classic of New Orleans,9,67.88235294117646,69.40522875816994,71.42682926829268,70.34146341463415,112500
David Toms,*Verizon Byron Nelson Classic,4,68.23376623376623,67.76623376623377,68.23076923076923,64.92307692307692,211200
David Toms,*MasterCard Colonial,2,69.93162393162393,69.6923076923077,62.93055555555556,65.11111111111111,378400
David Toms,*Buick Classic,12,69.73684210526316,67.07236842105263,67.71084337349397,72.01204819277109,66500
David Toms,*U.S. Open,45,69.15483870967742,67.52258064516128,67.93055555555556,72.58333333333333,20072
David Toms,*FedEx St. Jude Classic,4,67.86754966887418,69.2251655629139,67.13333333333334,68.77333333333333,182400
David Toms,*Advil Western Open,15,68.05194805194805,73.57792207792208,71.1046511627907,67.70930232558139,64000
David Toms,*British Open,83,65.56209150326798,73.98692810457516,77.3855421686747,75.73493975903614,13432
David Toms,*Buick Open,10,68.42763157894737,68.83552631578948,70.8170731707317,71.9390243902439,79200
David Toms,*PGA Championship,99,73.79220779220779,71.63636363636364,MC,MC,-
David Toms,*WGC-NEC Invitational,15,68.11688311688312,66.9090909090909,69.16883116883118,69.66233766233766,60875
David Toms,*WGC-American Express Championship,4,67.75,69.34375,71.109375,68.46875,235000
David Toms,*Michelob Championship at Kingsmill,14,70.16,70.74,68.97222222222223,66.56944444444444,62900
David Toms,*Disney Golf Classic,6,71.70422535211267,70.61971830985915,67.44594594594595,68.04054054054055,119788
David Toms,*Buick Challenge,2,68.5748031496063,69.83464566929133,66.76811594202898,68.72463768115942,399600
David Toms,*The Tour Championship,3,69.7,65.96666666666667,69.86666666666666,68.63333333333334,345000

Kenny Perry,*Mercedes Championships,3,70.6875,67.96875,70.4375,71.96875,275000
Kenny Perry,*Sony Open in Hawaii,23,63.676056338028175,70.80985915492958,69.68493150684931,70.10958904109589,33714
Kenny Perry,*Phoenix Open,2,68.58778625954199,66.31297709923665,65.15714285714286,70.9,352000
Kenny Perry,*Nissan Open,50,69.76595744680851,71.8581560283688,67.825,73.2375,8924
Kenny Perry,*Honda Classic,30,68.43884892086331,71.92805755395683,71.53521126760563,72.6056338028169,19495
Kenny Perry,*Bay Hill Invitational,22,71.38461538461539,68.63247863247864,75.66216216216216,66.37837837837837,41600
Kenny Perry,*The Players Championship,60,71.83561643835617,69.47260273972603,74.48,73.01333333333334,13080
Kenny Perry,*BellSouth Classic,25,72.65467625899281,70.09352517985612,70.92857142857143,69.25714285714285,25523
Kenny Perry,*The Masters,61,73.86206896551724,72.45977011494253,MC,MC,-
Kenny Perry,*Compaq Classic of New Orleans,94,71.88235294117646,73.40522875816994,MC,MC,-
