Sergio Garcia,5.7215370940944865,0.0027870940944865197,-2.5284629059055135,-2.9972129059055135,-0.28990656787733826,-3.15610375097593,-0.28103139905620367,1.1436261351903738,2.7999945409030005,-3.107806877536717,-2.1409629059055106,-1.7284629059055163,4.2438273038847,-0.9869419268845405,-1.0262038697609341,2.094278057949907,-2.5813475212901267,0.6665157265731239,-0.3038007437433521,1.4124154724728584,-1.1303464675493444,0.5066398338205147,-0.4859629059055095,-0.9526295725721781,-4.103893940388275,-0.5061927909629844,-0.45485179479440774,4.145148205205601,0.21233166773789947,2.0883006599859613,-3.432629572572182,-0.7659629059055106,-0.7321966721392812,3.8002708603282542,4.965661025718418,2.72634478640218,3.6686524787098733,1.062883247940647,8.274037094094481,5.460703760761149,-2.229120800642349,-0.8935944848528834,-0.25511953241154117,0.046085286865576336,-6.811124196228093,-2.4433822607442295,-5.035407350349956,-0.3826295725721849,-2.2451836851262925,-4.2062226461652585,-0.30806816906340373,0.1129844625155414,-0.4038714026375345,-1.9790348013303571,-2.58042073723081,-0.23102314686937575,1.8262448863022769,0.6704007304581268,-0.7969488213984732,-3.261737553792841,-2.8490797890223973,1.943128003185393,4.202868262925662,1.6963747564321494,0.7840370940944865,1.3777870940944865,2.1434120940944865,-5.4972129059055135,0.7340370940944894,3.000703760761155,1.9007037607611466,0.6673704274278265,
David Toms,2.0280151107348416,-2.6907348892651584,1.7780151107348416,0.30926511073484164,-2.983428551236983,-1.849625734335575,-5.9745533824158485,2.450104151830729,2.679498161582302,4.244469912994731,-0.5916882790956635,0.34051511073484164,-1.4496946794749448,3.3195360897558146,3.280274146879421,-1.5992439254097377,3.779364031598149,0.26857266469167485,2.875726378340474,-1.0538510864482618,-1.8238684509089893,0.8131178504608698,-1.1794848892651544,5.353848444068177,-0.5545897843700516,2.011843782063508,-0.9880563178365804,2.4833722535919804,-1.0048086302723505,-2.565959709409043,3.2690865393062722,-0.4023420321223057,1.20258407625208,2.8002852256773707,5.851626221845947,0.4516262218459559,-1.7771319480886945,-0.25425613109521805,1.76734437902752,0.6819785253689901,-1.425718655498926,-1.8932511230313906,-1.428715658495932,-4.736407966188239,0.2721390423587735,0.03282280304253504,-6.728929333709601,-4.548373778154044,0.07735721599800627,-2.5871164682125283,-1.948641515771186,2.3525633035059315,-0.5046461795877377,-2.1369042441038744,-1.7289293337096012,2.9238484440681702,-1.7919352203909824,-0.4343193263512575,-2.5261515559318184,-0.886151555931832,-1.607536837317113,3.918437188656924,1.445166273525544,-1.950182563683768,-4.097393385997179,4.327443215309998,7.726057279409545,6.075454869770979,-1.2318533103177884,-0.8239585734756787,1.1575882814665448,2.2795395009787427,4.132722902942632,1.9768787470984819,-1.5426017723820422,-2.750393980174252,-0.4906537204339827,0.002852773072504533,-1.9094848892651584,-0.31573488926515836,1.4498901107348416,-1.1907348892651584,0.5005151107348382,1.0805151107348365,-0.6872626670429298,-3.0900404448207155,2.044740462847514,0.960233420593994,-2.2135389433192074,-1.618944348724611,-1.084681739658862,0.1751607800261752,-2.891368947236174,-0.9348472081057366,0.040515110734844484,-3.69281822259849,0.20718177740150168,-1.0261515559318184,
Kenny Perry,0.48079938505007647,-2.2379506149499235,0.23079938505007647,1.7620493850500765,-6.530644276921748,0.6031585399796597,-0.5217691081006137,-0.09711157385403624,-1.618914355407938,-3.893723515713276,-5.049557757807065,0.6932993850500822,-0.44074316814140957,1.6514554134188728,-2.3817006149499207,3.0307993850500736,-1.767851694086616,1.7213569390069097,1.3285106526557087,2.398933187866973,1.1779147696654633,-1.5742219824712862,5.455461547212238,-3.8283222365715517,1.6289158234062455,-0.7340978752238954,4.2732993850500804,2.806632718383412,2.4479756440428844,-0.11317543509380812,0.7218708136215071,-0.9495577578070709,3.655368350567315,2.2530694999926055,1.6756523262265404,3.1985281432200168,-0.9729343811836912,-1.4404668487161558,-1.9759313841806971,5.716376308126996,-1.2750766833259917,-5.51439292264223,-2.2761450593943664,-4.095589503838809,2.4279147696654633,-1.1778544611037631,5.033299385050071,3.2199660517167388,-1.051861905272503,-0.6841199697886395,-1.2761450593943664,-0.6233672816165949,-1.4859213941707026,-0.4469603552096686,-5.548805878107814,-2.1277532465288687,-2.1547525630018782,7.371221462972159,-4.895012303261609,1.1764162681669603,-1.8462354986708505,-3.474142475415036,3.2209309639974464,-0.37117429916044387,-3.3896274442182204,2.7323237752939775,-0.41449282274213317,-4.570336978586283,3.9623134695571167,2.497524737162749,-4.089817498066807,-1.297609705859017,0.9621305538812521,0.45563704738773936,-0.45670061494992353,3.1370493850500765,-0.09732561494992353,1.2620493850500765,4.497524737162749,-3.586982305090771,3.2392453309960274,1.833839925590624,0.3681025346563729,-0.37205494565859,-0.43858467292093906,-1.4820629337905018,0.4932993850500793,-1.240033948283255,-2.3400339482832635,3.4266327183834164,
Jim Furyk,-0.4936100204809861,2.787639979519014,2.256389979519014,-2.212360020480986,-2.505053682452811,-3.371250865551403,-5.496178513631676,1.9284790206149012,-1.5933237609390005,-0.8681329212443387,1.9760328366618722,0.7188899795190196,0.15787303036647415,-0.2771552182210968,1.8866865896885088,-0.3894433538143147,-0.41515257367247216,0.6770460078878102,1.6438899795190167,-0.943610020480989,-0.34549358212481707,0.29149271924504205,-0.7011100204809821,0.8322233128523493,5.923785084414121,1.4902186508476802,0.6809589450362523,5.278660094461543,-0.0028154468375731767,-5.126846454589511,3.3522233128523453,-1.9811100204809833,-1.893528321134582,1.315622005662803,0.2836787119133817,1.6076223738852065,1.0526562132852462,2.5851237457527816,1.7505139111429457,-0.4888023281732927,-0.5464946358655993,0.8477361333651743,-0.9411100204809912,-4.754443353814324,-2.4442679152178215,-2.108741599428356,3.529733353012986,-4.169061827709896,-2.0262713108035655,3.341470624680298,-0.6190185172130072,4.80581808409417,-0.7534784415336162,-2.3455837046915065,0.635963150250717,1.757914369762915,-5.388902228273196,0.4552536158826541,1.9879040640260541,-0.47688466836831367,-1.06422690359787,-4.27201911139008,-4.0122788516498105,-1.5187723581433232,0.44051160114064203,-1.5392181285890985,-1.2323920717630443,-0.4375202768912487,0.5688899795190139,1.1626399795190139,0.9282649795190139,5.287639979519014,2.5231153316316863,-1.5613917106218338,-0.7351640745350352,2.8594305200595613,-2.4811100204809833,2.7855566461856824,1.685556646185674,-1.5477766871476462,
Mark Calcavecchia,3.660239251757517,-4.058510748242483,-0.5897607482424831,0.9414892517575169,-3.4394744887004975,4.285716350994164,-1.2613033014339692,-1.1691047198736868,-0.2022607482424803,-2.789760748242486,1.1825294615477304,5.95176023077849,2.4115881726208244,-2.09920319428565,1.507950519363149,-2.4216269454255865,0.35735463637290366,0.6052178842361542,4.634901413919678,3.3511176301358887,-3.191644309886314,-2.554658008516455,0.45273925175752083,12.986072585090852,5.834808217274755,-2.567490633299954,-2.84896617459907,-0.9729971823510084,2.5060725850908483,-6.82726074824248,-6.739679048896079,-2.530528722098694,-2.5624720158481153,0.7614716461237094,2.206505485523749,-0.26102698200871544,2.6073546363729037,6.001585405603677,-0.5305287220986941,-4.4324895064124235,0.0648445149154071,3.393791883336462,-1.8724220385650625,-0.5046801030811991,-4.306481527463262,-2.267520488502228,-2.3693660114003734,-1.9483133798214283,0.2844275634458313,-2.6441438651255993,-1.66679563196341,-1.2947026087075955,1.5348307550254958,-6.040332643667327,6.35828142043222,3.7076790107936546,-4.235052956034693,-5.390897111878843,-0.8582466637354429,1.6769646038701893,2.089622368640633,8.881830160848423,2.1415704205886925,-3.3649230859048203,-2.871416592398333,-2.07271529369703,-1.1441438651255993,1.9597522387705055,2.722739251757517,1.3164892517575169,2.082114251757517,-1.5585107482424831,
Chris DiMarco,-0.40531395124649805,2.875936048753502,-2.655313951246498,3.875936048753502,1.5832423867816772,3.717045203683085,-2.5050276917045124,-4.779836852009851,-2.9356710941036397,-0.19281395124649237,-2.326856504437984,-0.2346579228777017,-3.267813951246495,-1.855313951246501,-3.8830237414562845,7.886207027774475,2.8469450848980813,2.9674270126089226,-1.6539650303831905,1.8352436027103352,4.442397316359134,3.5128198515703986,-5.257197512890329,3.37978878847953,2.387186048753506,3.9205193820868374,-0.9879188463513913,2.5785147200821683,3.57861462018208,-2.9499568083893593,-0.43813769225369015,2.0007112286096174,-2.1642425226750674,2.1643289058963546,-2.2307449857292596,-0.633043836303969,1.4182971598646077,2.018297159864616,0.7895389899299659,-3.6875851930765577,0.33401531704618037,-0.7513505366123496,-0.8590477174802658,-2.3265801850127303,-1.8620447204772717,-0.16973702816957825,0.8388099803774338,-0.40050625893880465,-0.16225839569094092,-1.9817028401353838,-4.596081925102709,0.5019572905835616,0.9992913119113922,-0.6717613196675529,-0.9379752415690774,-2.570233306085214,-0.16225839569094092,-3.5094806179131695,-1.372034730467277,-5.333073691506243,1.5650807855956117,0.9861334171745568,0.4692775520214809,-2.1058858466713417,1.2927282174282055,4.64212580778964,-1.6651823722991281,2.7427123645429816,0.7242592194852051,-0.153789561002597,2.6993938409612923,-3.456450314882858,3.076200133260542,1.6114114008661744,-2.975930834363382,-1.1837230421555915,2.0760172175846776,-0.43047628890883516,-0.4711923296248699,0.5490779406453896,2.8559039974714437,-3.3492242076567607,-1.342813951246498,1.250936048753502,2.016561048753502,-0.624063951246498,-3.3885885991338256,-4.473095641387346,1.353131994699453,0.9477265892940494,2.4819891983597984,5.7418317180448355,-0.3928139512464952,-2.1261472845798295,-1.226147284579838,0.5405193820868419,
Scott McCarron,2.9267981366204623,2.2080481366204623,-2.3232018633795377,-1.7919518633795377,3.827084396162448,-3.4477247641428903,-1.6035590062366794,1.139298136620468,-1.4217188125320774,-1.8567470611196484,1.3070947467899572,4.030964803287134,-1.9947444165710237,-5.902545835010741,-4.935701863379535,0.47679813662045945,-2.376086478764151,-4.1282232309009,0.9014602987826237,8.617676514998834,3.0749145749766313,2.7119008763464905,-3.10602560438673,0.3328233164765777,-0.8321304348081071,-5.503559006236685,2.1013671021377007,0.6990682515629913,8.526879835966866,-5.263969837235749,2.121651077796926,-3.3554731052095974,-0.3338725950868593,0.5807615512546107,-0.5269356296133054,-1.99446809714577,-1.5299326326103113,3.162375059697382,-1.8290779317556058,-2.0683941710718443,-2.8301463078239806,-0.6495907522684234,-3.605863153702117,-5.238121218218254,-2.8301463078239806,2.822631469953791,-1.7087538114314924,1.8172202145425445,6.343949299411165,5.948600462201853,-1.1986103601115587,-3.7737737588043814,-2.375159694704834,0.9742378956566,-0.9684940711717474,-2.1243382270158975,4.4083122211275025,-0.05647651126686526,2.3561812535035784,2.148389045711369,4.408129305451638,2.901635798958125,0.3951422924646124,-2.8061564088340845,3.122415019737346,-0.773688876366549,-1.1390802417579096,-2.11880997148765,-0.8119839146615959,-0.017112119789800317,1.9892981366204623,-1.4169518633795377,-4.651326863379538,-1.2919518633795377,2.399298136620459,1.9792981366204572,-2.0564765112668653,3.8590164464796146,3.6852440825664132,-0.7201613228389903,-2.1858987137732413,2.073943805911796,7.007414078649447,-0.03606418222011598,-1.0607018633795349,-1.7940351967128692,-1.8940351967128777,0.8726314699538023,
Scott Verplank,-0.6467715003893773,-0.36552150038937725,-0.8967715003893773,5.634478499610623,-1.7464852408473917,-4.02129440115273,-2.177128643246519,4.565728499610628,-1.5683140535808633,-2.476115472020581,-2.5092715003893744,2.90322849961062,1.8755187094008363,2.6447494786315957,-0.4986550620332082,3.138331239336651,1.1457284996106267,-1.3209381670560418,-3.2293763954942705,-0.6629428290607109,3.3371570710392007,-0.19141435753223845,-2.472202534872139,3.125498614553152,5.1768396107217285,3.776839610721737,-3.1559769267459643,-2.2800079344979025,2.199061832943954,-4.134271500389374,-2.4519185592129134,-0.929042742219437,3.092557767903301,-1.9928080857552288,-2.100505266623145,0.43196226584439046,-0.10350226962015086,-0.41119457731245745,-4.402647568765445,-1.6419638080816839,0.5962840551661799,-2.223160389278263,0.30034388422600955,-1.3054253465432168,4.905728499610618,3.092395166277285,-0.1794327907119566,1.1883091447719067,-6.613492279610156,-1.5745312406491223,-6.6763767635472675,0.7446758680316776,-3.282323448441332,-0.7563494224672951,0.770379662401325,1.3750308251920131,0.2278200028786017,-3.347343395814221,0.05127066828532634,1.4006682586467605,-0.9066399214420073,-4.498745184599898,5.482801670342326,0.6047528898545238,3.457936291818413,-0.697907864025737,-0.2173883835062611,3.5748194087015293,3.8345596684417984,-3.6719338380517144,3.3677152545775044,3.506788102259634,-0.5842715003893773,4.009478499610623,-0.22489650038937725,-1.8655215003893773,1.3699538517232952,-2.714553190530225,1.1116744455565737,1.7062690401511702,
Brad Faxon,3.0070194493702758,1.2882694493702758,-2.2429805506297242,1.2882694493702758,-4.004424212601549,-2.870621395700141,-2.9955490437804144,0.42910849046616306,-2.341497499782264,0.2234742516301651,2.3873160595397707,1.1111861160369472,-3.9145231038212103,-3.822324522260928,-1.8554805506297214,-2.442980550629727,-4.241631629766417,1.247577003327109,0.854730716975908,-2.0748467478128276,4.704134833985663,-1.048001918151087,-1.0183183884675628,-0.3021021722513524,-0.8448641122735552,0.7921221890963039,1.7995194493702797,0.3328527827036112,1.9741957083630837,-2.586955370773609,-2.7519091220582936,5.576662306513128,-1.8184115851124858,2.779289564312805,-2.1693694395186185,-0.56936943951861,0.4978140230136887,-0.6262169847382495,-1.1471472172963928,-0.4804805506297214,-0.7488566190057924,1.0118271416779692,-1.0458651660143374,-0.6516343967835638,0.5595194493702706,-1.253813883963062,-1.9436384453665596,-0.6081121295770942,-0.9696371771357519,-2.6684323578586344,-0.5256418409523036,-3.1578999054684402,0.2500750049258329,4.902852782703604,2.0402986701494967,-5.920740290889469,-1.0225858137876145,2.3984668177913306,-2.1183890473617453,3.306447553945432,0.11172724157806613,-1.044116914266084,0.488533533877316,0.02374480148294822,-0.5635974337466081,0.22861035846118227,-1.5116493817985486,4.981857111707939,-0.058858929008096084,-3.0385886587378366,-2.7317626019117824,1.0631091929600132,1.0695194493702758,8.663269449370276,-1.5711055506297242,2.7882694493702758,2.023744801482948,4.939237759229428,-1.1056774010234278,3.1541651186616093,2.0876353913992602,6.0441571305296975,
Bob Estes,2.4711932372808576,0.7524432372808576,0.2211932372808576,2.7524432372808576,1.3714794968228432,3.096670336517505,5.0353488664199375,-3.660015371990667,-0.3174303582247546,-4.62080114474162,-1.4503493159106284,-1.358150734350346,1.6086932372808604,-1.9788067627191452,-0.8316913781037556,2.416171869759495,1.445855399443019,3.1620716156592295,-1.3806903243629733,2.2562959770068858,6.263693237280862,-2.202973429385807,0.645762202798096,0.24346335222338666,4.294804348391963,6.894804348391972,2.9619878109242705,-3.1620431968276677,2.317026570614189,-2.0163067627191396,-1.3339538215426785,1.188921995450798,5.210522505573536,-3.874843348084994,-2.98254052895291,-1.4500729964853747,2.014462468050084,2.7067701603577774,-6.2846828310952105,0.476000929588551,0.7142487928364147,-1.1051956516080281,-5.719574736575353,-1.6215355208890827,-2.124201499561252,-1.7952541311401973,5.938531946958278,-3.6937261175578584,-1.3487570938449664,0.008858800194758487,-2.0829734293858024,0.5570265706141839,-4.164358710771097,0.36161531520293977,-1.11165559992844,2.492995562862248,-0.6542152594511634,-1.229378658143986,-0.8307645940444388,-1.4813670036830047,7.575901029488648,3.420056873644498,-0.09942364583602625,-0.3072158536282359,-3.0474755938879667,-2.5539691003814795,-2.5143200077522607,1.6247528399298687,-0.8382579822313403,-0.9114287139386477,-0.4663067627191424,0.1274432372808576,0.8930682372808576,-0.7475567627191424,-2.6937261175578584,-1.7646938594933346,-2.9107512071635853,-3.0774178738302567,4.358496386887154,1.6183389065721911,1.4836932372808604,-1.2496400960524738,2.6503599039475176,-4.582973429385802,
