Adam Scott,70.02612225345307,68
Trevor Immelman,70.74923575741684,68
Davis Love III,70.8081931694929,62
J.B. Holmes,71.28223499828786,70
Will MacKenzie,70.59708994742793,90
Luke Donald,70.14413927868559,68
David Toms,69.82878408826018,76
J.J. Henry,70.52577672833755,86
Troy Matteson,70.95648501800513,86
Chris Couch,71.75714528910714,74
Stuart Appleby,70.45964069857729,72
Joe Durant,71.08980159851204,82
Kirk Triplett,71.89886498074071,70
John Senden,70.57929352608299,92
Geoff Ogilvy,70.10321461535568,78
Tim Herron,70.57972295970075,94
Rod Pampling,70.35357321361768,90
Carl Pettersson,70.35311304940248,106
Brett Wetterich,70.9347474904706,88
John Rollins,70.48506134012766,96
Eric Axley,71.81110126508797,98
Corey Pavin,71.29524801938528,76
Dean Wilson,70.39233688222221,84
Jeff Maggert,71.23174205989552,78
D.J. Trahan,71.23646724343648,92
Ben Curtis,71.5074025073464,76
Stephen Ames,70.11525692496349,75
Chad Campbell,71.16258313797655,82
Jim Furyk,69.52098731250044,82
K.J. Choi,69.53309754184163,82
Rory Sabbatini,69.85616187570159,80
Aaron Baddeley,70.06245240870719,80
Vijay Singh,69.53507127141319,100
Paul Goydos,70.69203036442738,54
Charles Howell III,70.38996285157988,76
Doug LaBelle II,71.28902315837972,98
Steve Stricker,69.4095445972251,80
Robert Allenby,70.51028837954634,84
Pat Perez,69.90233171726729,78
Steve Lowery,71.54135806663244,65
Craig Kanada,71.0400849621127,102
George McNeill,71.05680390623859,84
Jerry Kelly,70.26702139684514,98
Jason Dufner,71.13612804637997,92
Bo Van Pelt,70.11689687213907,100
Bart Bryant,70.47331689732655,78
Paul Azinger,71.96508562140819,34
Boo Weekley,70.17038641638295,98
Heath Slocum,69.9919954425288,96
Ryuji Imada,70.86668291755122,96
Tadd Fujikawa,71.27070055904075,8
Ted Purdy,71.23273182275054,92
Daniel Chopra,70.95452377874297,96
John Daly,71.75337317711674,50
Robert Garrigus,71.37861874578007,88
Andrew Buckle,71.36784087005256,70
Jesper Parnevik,70.59755790796525,80
Craig Lile,71.41962539659697,74
Nathan Green,70.53956276098926,96
Johnson Wagner,71.19632075715973,90
Harrison Frazar,71.63085960855031,82
Daisuke Maruyama,71.16485647280595,76
Steve Marino,70.88687788900661,100
Jarrod Lyle,71.16819696255561,74
Shane Bertsch,70.54804853549985,6
Kaname Yokoo,69.80452286534991,6
Jeff Sluman,71.77608407665095,56
David Branshaw,72.29619275537193,78
Yusaku Miyazato,69.75517139479906,4
Bubba Watson,70.78591445155332,68
Glen Day,71.10478580688593,80
J.P. Hayes,70.89769750348826,78
Kenny Perry,70.13931410017246,74
Brian Gay,70.79279317877658,98
Rich Beem,70.69572056425802,78
Brett Quigley,71.19977988551491,78
Tim Petrovic,70.8222869816108,100
Briny Baird,70.57731400715858,110
Cliff Kresge,70.79867476412939,100
Ken Duke,70.59368247701929,104
Gavin Coles,71.32398295143737,84
Joe Daley,70.63785619868325,6
Azuma Yano,70.75517139479906,4
Cameron Beckman,70.85863453453462,86
Michael Putnam,71.20052773656565,94
Jeff Quinney,71.27429648668839,86
Tom Lehman,70.64620552351325,62
Ryan Armour,70.94893729743467,98
Craig Bowden,71.5717628926603,72
Mark Calcavecchia,70.52260353234865,82
Fred Funk,70.4986161822957,62
Paul Gow,71.79212387165764,62
Bob Heintz,70.98904962201588,78
Mark Hensby,71.2974950385567,72
Richard S. Johnson,71.45524757418366,84
Matt Kuchar,70.6803905189425,80
John Mallinger,71.02947378401848,90
Shigeki Maruyama,70.95561157818675,76
Parker McLachlin,71.52767572650934,82
Shaun Micheel,70.93505376409944,80
Brendon de Jonge,71.34324264758395,72
Jason Bohn,70.61087103046732,56
Stewart Cink,70.15436459378243,88
Robert Gamez,71.49078219800609,82
Mathias Gronberg,71.19024969443446,86
Bill Haas,70.67940820198793,84
Dudley Hart,71.51541250344137,32
Tripp Isenhour,71.36785511382213,76
Anthony Kim,70.09258738919476,88
Ryan Palmer,71.65295716515455,85
Tom Pernice Jr.,70.50347768485054,96
Paul Stankowski,71.56559843635101,48
Chris Tidland,72.14831771480705,60
Charlie Wi,70.85530761745295,90
Michael Allen,70.9538621683715,70
Bob Estes,70.92050064759681,86
Scott Gutschewski,72.01648916870728,66
Peter Lonard,70.58056234324026,80
Billy Mayfair,70.36916910193973,90
Scott Piercy,72.28782324767431,10
Steve Wheatcroft,72.12723591536373,66
Rich Barcelo,71.61231791557447,76
John Merrick,71.11594652684478,86
Joe Ogilvie,70.89763460612444,94
Darron Stiles,71.83307505377267,62
Steve Flesch,70.88974912443462,94
Jim Rutledge,72.74952208741587,54
Chris Smith,72.07455148648074,24
Brian Miller,72.6631205673759,2
Paul Sheehan,72.48711562146018,26
Kevin Hayashi,73.1631205673759,2
John Huston,71.9955334209198,38
Bryce Molder,72.87358569815208,52
Juvic Pagunsan,73.1631205673759,2
Dicky Pride,71.51400839132191,70
Brandt Snedeker,70.03208220486258,100
Craig Barlow,71.19635477494809,44
Chris Stroud,71.31776624659827,62
Wes Short Jr.,71.91636652498123,26
Kevin Stadler,71.86278465128349,86
Hideto Tanihara,75.27626727586834,10
Michelle Wie,76.6631205673759,2
David Chin,79.6631205673759,2
Abe Mariano,82.1631205673759,2
Tiger Woods,67.80754433959618,60
Ian Poulter,69.89566061598924,54
Nick Watney,70.7496547005765,78
Kevin Sutherland,70.62120828611914,76
Lee Janzen,71.71357993759334,60
Ryan Moore,70.55265938420939,84
Mark Wilson,70.60693764785347,78
Charley Hoffman,71.3005625483809,90
